asset_path,display_label,source,category
audio/units/hydralisk/deploy_move/Hydralisk_What0.ogg,Hydralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hydralisk/deploy_move/Hydralisk_What1.ogg,Hydralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hydralisk/deploy_move/Hydralisk_What2.ogg,Hydralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hydralisk/deploy_move/Hydralisk_What3.ogg,Hydralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hydralisk/deploy_move/Hydralisk_What4.ogg,Hydralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hydralisk/deploy_move/Hydralisk_What5.ogg,Hydralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hydralisk/deploy_move/Hydralisk_Yes0.ogg,Hydralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hydralisk/deploy_move/Hydralisk_Yes1.ogg,Hydralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hydralisk/deploy_move/Hydralisk_Yes2.ogg,Hydralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hydralisk/deploy_move/Hydralisk_Yes3.ogg,Hydralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hydralisk/deploy_move/Hydralisk_Yes4.ogg,Hydralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hydralisk/deploy_move/Hydralisk_Yes5.ogg,Hydralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hydralisk/deploy_move/Hydralisk_Yes6.ogg,Hydralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hydralisk/deploy_move/Hydralisk_Yes7.ogg,Hydralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/immortal/attack/Immortal_Attack00.ogg,For the agents!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/immortal/attack/Immortal_Attack01.ogg,Attack voice 02,SC2,ATTACK VO
audio/units/immortal/attack/Immortal_Attack02.ogg,Attack voice 03,SC2,ATTACK VO
audio/units/immortal/attack/Immortal_Attack03.ogg,Wound to our enemies!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/immortal/attack/Immortal_Attack04.ogg,Fury Unyielding,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/immortal/attack/Immortal_Attack05.ogg,Nakuza!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/immortal/attack/Immortal_Attack06.ogg,The battle is ours!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/immortal/deploy_move/Immortal_Ready00.ogg,I return to sense.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/immortal/deploy_move/Immortal_What00.ogg,I keep the call.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/immortal/deploy_move/Immortal_What01.ogg,I feel your presence.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/immortal/deploy_move/Immortal_What02.ogg,Selection response 03,SC2,MOVE / ACTIVATE VO
audio/units/immortal/deploy_move/Immortal_What03.ogg,Glory is eternal.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/immortal/deploy_move/Immortal_What04.ogg,Our duty is unending.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/immortal/deploy_move/Immortal_What05.ogg,Selection response 06,SC2,MOVE / ACTIVATE VO
audio/units/immortal/deploy_move/Immortal_What06.ogg,We shall serve forever.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/immortal/deploy_move/Immortal_Yes00.ogg,It is destined.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/immortal/deploy_move/Immortal_Yes01.ogg,It's a deal!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/immortal/deploy_move/Immortal_Yes02.ogg,This shall be your red day.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/immortal/deploy_move/Immortal_Yes03.ogg,Move / order response 04,SC2,MOVE / ACTIVATE VO
audio/units/immortal/deploy_move/Immortal_Yes04.ogg,Our cannon shall see.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/immortal/deploy_move/Immortal_Yes05.ogg,We march to victory!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/infestor/canonical/0799ddbbe9cdf55f__Infestor_What3.ogg,Infestor movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/infestor/canonical/07c19fcf386510f7__Infestor_What0.ogg,Infestor selection vocalization,SC2 • DESCRIPTIVE NONVERBAL,MULTI-ROLE VO
audio/units/infestor/canonical/0f9c36991a4c548f__Infestor_Ready0.ogg,Infestor movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/infestor/canonical/5f73b35e09d9512c__Infestor_Death0.wav,Infestor death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/infestor/canonical/8bdd087be43c2e66__Infestor_What2.ogg,Infestor selection vocalization,SC2 • DESCRIPTIVE NONVERBAL,MULTI-ROLE VO
audio/units/infestor/canonical/aaf26f168550f5ec__Infestor_What1.ogg,Infestor selection vocalization,SC2 • DESCRIPTIVE NONVERBAL,MULTI-ROLE VO
audio/units/infestor/canonical/b0a208444c8ac812__Infestor_What6.ogg,Infestor movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/infestor/canonical/e3be13ea8988da56__Infestor_What4.ogg,Infestor movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/infestor/canonical/f18b4c1fcc93639e__Infestor_What5.ogg,Infestor movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/infestor/canonical/f41e9651308fa2c6__Infestor_Ready1.ogg,Infestor movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/infestor/death/Infestor_Death1.wav,Infestor death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/infestor/death/Infestor_Death2.wav,Infestor death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/infestor/death/Infestor_Death3.wav,Infestor death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/infestor/death/Infestor_Death4.wav,Infestor death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/infestor/deploy_move/Infestor_What7.ogg,Infestor movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/infestor/deploy_move/Infestor_Yes0.ogg,Infestor movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/infestor/deploy_move/Infestor_Yes1.ogg,Infestor movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/infestor/deploy_move/Infestor_Yes2.ogg,Infestor movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/infestor/deploy_move/Infestor_Yes3.ogg,Infestor movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/infestor/deploy_move/Infestor_Yes4.ogg,Infestor movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/infestor/deploy_move/Infestor_Yes5.ogg,Infestor movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/infestor/deploy_move/Infestor_Yes6.ogg,Infestor movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/infestor/deploy_move/Infestor_Yes7.ogg,Infestor movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/infestor/deploy_move/Infestor_Yes8.ogg,Infestor movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/jim_raynor/attack/Raynor_Attack00.ogg,Charge it.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/jim_raynor/attack/Raynor_Attack01.ogg,Give them some pepper.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/jim_raynor/attack/Raynor_Attack02.ogg,Kick ass.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/jim_raynor/attack/Raynor_Attack03.ogg,Lethal.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/jim_raynor/attack/Raynor_Attack04.ogg,Time to man up.,SC2 • GAME-DATA VERIFIED CATEGORY,MOVE / ACTIVATE VO
audio/units/jim_raynor/death/Raynor_Death01.wav,"Ah, hell.",SC2 • VERIFIED DIALOGUE,DEATH VO
audio/units/jim_raynor/death/Raynor_Death02.wav,Death voice 03,SC2,DEATH VO
audio/units/jim_raynor/death/Raynor_Death03.wav,Death voice 04,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/jim_raynor/death/Raynor_Death04.wav,Death voice 05,SC2,DEATH VO
audio/units/jim_raynor/death/Raynor_Death05.wav,Death voice 06,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/jim_raynor/death/Raynor_Death06.wav,Death voice 07,SC2,DEATH VO
audio/units/jim_raynor/deploy_move/Raynor_Ready00.ogg,Let's make it count.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/jim_raynor/deploy_move/Raynor_What00.ogg,What's up?,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/jim_raynor/deploy_move/Raynor_What01.ogg,Talk to me.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/jim_raynor/deploy_move/Raynor_What02.ogg,What's the plan?,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/jim_raynor/deploy_move/Raynor_What03.ogg,Break it down.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/jim_raynor/deploy_move/Raynor_What04.ogg,Sell me.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/jim_raynor/deploy_move/Raynor_Yes00.ogg,Whatever's clever.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/jim_raynor/deploy_move/Raynor_Yes01.ogg,It's all good.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/jim_raynor/deploy_move/Raynor_Yes02.ogg,It is what it is.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/jim_raynor/deploy_move/Raynor_Yes03.ogg,all day long.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/jim_raynor/deploy_move/Raynor_Yes04.ogg,Take it to the limit.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/jim_raynor/deploy_move/Raynor_Yes05.ogg,Sounds like a plan.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/jim_raynor/deploy_move/Raynor_Yes06.ogg,You can count on me.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/kaldalis/attack/Kaldalis_Attack00.ogg,Attack voice 01,SC2,ATTACK VO
audio/units/kaldalis/attack/Kaldalis_Attack01.ogg,Attack voice 02,SC2,ATTACK VO
audio/units/kaldalis/attack/Kaldalis_Attack02.ogg,Know the might of the Templar!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/kaldalis/attack/Kaldalis_Attack03.ogg,We are the overwhelming guide.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/kaldalis/attack/Kaldalis_Attack04.ogg,Your purification is at hand.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/kaldalis/attack/Kaldalis_Attack05.ogg,Attack voice 06,SC2,ATTACK VO
audio/units/kaldalis/attack/Kaldalis_Attack06.ogg,Attack voice 07,SC2,ATTACK VO
audio/units/kaldalis/death/Kaldalis_Death00.wav,Releasing consciousness,SC2 • VERIFIED DIALOGUE,DEATH VO
audio/units/kaldalis/deploy_move/Kaldalis_What03.ogg,I stand ready.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/kaldalis/deploy_move/Kaldalis_What04.ogg,Speak your demands.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/kaldalis/deploy_move/Kaldalis_What05.ogg,Selection response 06,SC2,MOVE / ACTIVATE VO
audio/units/kaldalis/deploy_move/Kaldalis_What06.ogg,Identify our foe!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/kaldalis/deploy_move/Kaldalis_Yes00.ogg,Move / order response 01,SC2,MOVE / ACTIVATE VO
audio/units/kaldalis/deploy_move/Kaldalis_Yes01.ogg,Move / order response 02,SC2,MOVE / ACTIVATE VO
audio/units/kaldalis/deploy_move/Kaldalis_Yes02.ogg,Move / order response 03,SC2,MOVE / ACTIVATE VO
audio/units/kaldalis/deploy_move/Kaldalis_Yes03.ogg,My blade yearns to meet our foe.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/kaldalis/deploy_move/Kaldalis_Yes04.ogg,Move / order response 05,SC2,MOVE / ACTIVATE VO
audio/units/kaldalis/deploy_move/Kaldalis_Yes05.ogg,Move / order response 06,SC2,MOVE / ACTIVATE VO
audio/units/karass/attack/Karass_Attack00.ogg,We shall surpass them.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/karass/attack/Karass_Attack01.ogg,Our cause is just.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/karass/attack/Karass_Attack02.ogg,For our fallen brethren.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/karass/attack/Karass_Attack03.ogg,Attack voice 04,SC2,ATTACK VO
audio/units/karass/death/Karass_Death00.wav,Forgive my failure.,SC2 • VERIFIED DIALOGUE,DEATH VO
audio/units/karass/deploy_move/Karass_Ready00.ogg,I am honored to serve.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/karass/deploy_move/Karass_What00.ogg,What is your will?,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/karass/deploy_move/Karass_What01.ogg,awaiting your command,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/karass/deploy_move/Karass_What02.ogg,Direct my efforts.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/karass/deploy_move/Karass_What03.ogg,Selection response 04,SC2,MOVE / ACTIVATE VO
audio/units/karass/deploy_move/Karass_What04.ogg,The color illuminates my path.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/karass/deploy_move/Karass_Yes00.ogg,It is a privilege.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/karass/deploy_move/Karass_Yes01.ogg,I share your aim.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/karass/deploy_move/Karass_Yes02.ogg,I will oblige.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/karass/deploy_move/Karass_Yes03.ogg,As you intend.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/karax/attack/Karax_Attack01.ogg,The opportune moment has come.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/karax/attack/Karax_Attack02.ogg,Together we cannot be matched.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/karax/attack/Karax_Attack03.ogg,We cannot fail now.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/karax/attack/Karax_Attack04.ogg,Witness the power of a face myth.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/karax/attack/Karax_Attack05.ogg,Attack voice 06,SC2,ATTACK VO
audio/units/karax/attack/Karax_Attack06.ogg,Attack voice 07,SC2,ATTACK VO
audio/units/karax/attack/Karax_Attack07.ogg,Foes beware.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/karax/death/Karax_Death00.wav,I die a Templar.,SC2 • VERIFIED DIALOGUE,DEATH VO
audio/units/karax/deploy_move/Karax_What07.ogg,Selection response 08,SC2,MOVE / ACTIVATE VO
audio/units/karax/deploy_move/Karax_What08.ogg,A face smith is always prepared.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/karax/deploy_move/Karax_Yes00.ogg,It will be.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/karax/deploy_move/Karax_Yes01.ogg,I concur.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/karax/deploy_move/Karax_Yes02.ogg,We are united.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/karax/deploy_move/Karax_Yes03.ogg,The CyMatrix will fall.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/karax/deploy_move/Karax_Yes04.ogg,Progress is made by the bold.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/karax/deploy_move/Karax_Yes05.ogg,Move / order response 06,SC2,MOVE / ACTIVATE VO
audio/units/karax/deploy_move/Karax_Yes06.ogg,Purpose guides us.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/karax/deploy_move/Karax_Yes07.ogg,Iyer will be restored.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/kerrigan/attack/Kerrigan_Attack00.ogg,The swarm will consume all.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/kerrigan/attack/Kerrigan_Attack01.ogg,The outcome is not in question.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/kerrigan/attack/Kerrigan_Attack02.ogg,No one gets a free pass.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/kerrigan/attack/Kerrigan_Attack03.ogg,Let's have some fun!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/kerrigan/attack/Kerrigan_Attack04.ogg,I don't take a prisoners.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/kerrigan/attack/Kerrigan_Attack05.ogg,How stimulating.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/kerrigan/death/Kerrigan_Death00.wav,Don't write me off. Just yet.,SC2 • VERIFIED DIALOGUE,DEATH VO
audio/units/kerrigan/death/Kerrigan_Death01.wav,I'm... full of surprises.,SC2 • VERIFIED DIALOGUE,DEATH VO
audio/units/kerrigan/deploy_move/Kerrigan_Ready00.ogg,"Here I come, ready or not.",SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/kerrigan/deploy_move/Kerrigan_What00.ogg,Wanna play?,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/kerrigan/deploy_move/Kerrigan_What01.ogg,Careful what you ask for.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/kerrigan/deploy_move/Kerrigan_What02.ogg,Cat got your tongue.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/kerrigan/deploy_move/Kerrigan_What03.ogg,Who asked you?,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/kerrigan/deploy_move/Kerrigan_Yes00.ogg,Don't get in my way.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/kerrigan/deploy_move/Kerrigan_Yes01.ogg,This is my world.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/kerrigan/deploy_move/Kerrigan_Yes02.ogg,No more games.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/kerrigan/deploy_move/Kerrigan_Yes03.ogg,The evolution continues.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/kerrigan/deploy_move/Kerrigan_Yes04.ogg,So predictable.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/leviathan/attack/Leviathan_Attack_03.ogg,Leviathan attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/leviathan/attack/Leviathan_Attack_04.ogg,Leviathan attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/leviathan/attack/Leviathan_Attack_05.ogg,Leviathan attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/leviathan/attack/Leviathan_Attack_06.ogg,Leviathan attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/leviathan/attack/Leviathan_Attack_07.ogg,Leviathan attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/leviathan/attack/Leviathan_Attack_08.ogg,Leviathan attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/leviathan/attack/Leviathan_Attack_09.ogg,Leviathan attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/leviathan/deploy_move/Leviathan_Yes_00.ogg,Leviathan movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/leviathan/deploy_move/Leviathan_Yes_01.ogg,Leviathan movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/leviathan/deploy_move/Leviathan_Yes_02.ogg,Leviathan movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/leviathan/deploy_move/Leviathan_Yes_03.ogg,Leviathan movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/leviathan/deploy_move/Leviathan_Yes_04.ogg,Leviathan movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/leviathan/deploy_move/Leviathan_Yes_05.ogg,Leviathan movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/leviathan/deploy_move/Leviathan_Yes_06.ogg,Leviathan movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/leviathan/deploy_move/Leviathan_Yes_07.ogg,Leviathan movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/leviathan/deploy_move/Leviathan_Yes_08.ogg,Leviathan movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/leviathan/deploy_move/Leviathan_Yes_09.ogg,Leviathan movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/liberator/attack/TerranFlyer_Attack01.ogg,It's liberation time!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/liberator/attack/TerranFlyer_Attack02.ogg,Battle stations!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/liberator/attack/TerranFlyer_Attack03.ogg,Fire all missile clusters!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/liberator/attack/TerranFlyer_Attack04.ogg,Target confirmed.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/liberator/attack/TerranFlyer_Attack05.ogg,Weapons free.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/liberator/attack/TerranFlyer_Attack06.ogg,"With pleasure, Commander.",SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/liberator/attack/TerranFlyer_Attack07.ogg,That one first!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/liberator/death/Liberator_Death_01.wav,Death voice 02,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/liberator/death/Liberator_Death_02.wav,Death voice 03,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/liberator/death/Liberator_Death_03.wav,Death voice 04,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/liberator/death/Liberator_Death_04.wav,Death voice 05,SC2,DEATH VO
audio/units/liberator/deploy_move/TerranFlyer_What09.ogg,Got freedom?,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/liberator/deploy_move/TerranFlyer_Yes00.ogg,Of course.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/liberator/deploy_move/TerranFlyer_Yes01.ogg,Perfect!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/liberator/deploy_move/TerranFlyer_Yes02.ogg,Easy.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/liberator/deploy_move/TerranFlyer_Yes03.ogg,Flight plan is locked.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/liberator/deploy_move/TerranFlyer_Yes04.ogg,As you say.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/liberator/deploy_move/TerranFlyer_Yes05.ogg,Initiating.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/liberator/deploy_move/TerranFlyer_Yes06.ogg,Course set.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/liberator/deploy_move/TerranFlyer_Yes07.ogg,Full speed.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/liberator/deploy_move/TerranFlyer_Yes08.ogg,Moving into position.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/lurker/attack/Lurker_Attack3.ogg,Lurker attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/lurker/attack/Lurker_Attack4.ogg,Lurker attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/lurker/attack/Lurker_Attack5.ogg,Lurker attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/lurker/attack/Lurker_Attack6.ogg,Lurker attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
